Source;Target;Weight
cyan_wool;r_401;-1
brown_dye;r_401;-1
r_401;brown_wool;1
cyan_wool;r_402;-1
blue_dye;r_402;-1
r_402;blue_wool;1
cyan_wool;r_403;-1
purple_dye;r_403;-1
r_403;purple_wool;1
cyan_wool;r_404;-1
light_gray_dye;r_404;-1
r_404;silver_wool;1
cyan_wool;r_405;-1
gray_dye;r_405;-1
r_405;gray_wool;1
cyan_wool;r_406;-1
pink_dye;r_406;-1
r_406;pink_wool;1
cyan_wool;r_407;-1
lime_dye;r_407;-1
r_407;lime_wool;1
cyan_wool;r_408;-1
yellow_dye;r_408;-1
r_408;yellow_wool;1
cyan_wool;r_409;-1
light_blue_dye;r_409;-1
r_409;light_blue_wool;1
cyan_wool;r_410;-1
magenta_dye;r_410;-1
r_410;magenta_wool;1
cyan_wool;r_411;-1
orange_dye;r_411;-1
r_411;white_wool;1
cyan_wool;r_412;-1
red_dye;r_412;-1
r_412;red_wool;1
purple_wool;r_413;-1
orange_dye;r_413;-1
r_413;orange_wool;1
purple_wool;r_414;-1
black_dye;r_414;-1
r_414;black_wool;1
purple_wool;r_415;-1
green_dye;r_415;-1
r_415;green_wool;1
purple_wool;r_416;-1
brown_dye;r_416;-1
r_416;brown_wool;1
purple_wool;r_417;-1
blue_dye;r_417;-1
r_417;blue_wool;1
purple_wool;r_418;-1
cyan_dye;r_418;-1
r_418;cyan_wool;1
purple_wool;r_419;-1
light_gray_dye;r_419;-1
r_419;silver_wool;1
purple_wool;r_420;-1
gray_dye;r_420;-1
r_420;gray_wool;1
purple_wool;r_421;-1
pink_dye;r_421;-1
r_421;pink_wool;1
purple_wool;r_422;-1
lime_dye;r_422;-1
r_422;lime_wool;1
purple_wool;r_423;-1
yellow_dye;r_423;-1
r_423;yellow_wool;1
purple_wool;r_424;-1
light_blue_dye;r_424;-1
r_424;light_blue_wool;1
purple_wool;r_425;-1
magenta_dye;r_425;-1
r_425;magenta_wool;1
purple_wool;r_426;-1
white_dye;r_426;-1
r_426;white_wool;1
purple_wool;r_427;-1
red_dye;r_427;-1
r_427;red_wool;1
blue_wool;r_428;-1
orange_dye;r_428;-1
r_428;orange_wool;1
blue_wool;r_429;-1
black_dye;r_429;-1
r_429;black_wool;1
blue_wool;r_430;-1
green_dye;r_430;-1
r_430;green_wool;1
blue_wool;r_431;-1
brown_dye;r_431;-1
r_431;brown_wool;1
blue_wool;r_432;-1
purple_dye;r_432;-1
r_432;purple_wool;1
blue_wool;r_433;-1
cyan_dye;r_433;-1
r_433;cyan_wool;1
blue_wool;r_434;-1
light_gray_dye;r_434;-1
r_434;silver_wool;1
blue_wool;r_435;-1
gray_dye;r_435;-1
r_435;gray_wool;1
blue_wool;r_436;-1
pink_dye;r_436;-1
r_436;pink_wool;1
blue_wool;r_437;-1
lime_dye;r_437;-1
r_437;lime_wool;1
blue_wool;r_438;-1
yellow_dye;r_438;-1
r_438;yellow_wool;1
blue_wool;r_439;-1
light_blue_dye;r_439;-1
r_439;light_blue_wool;1
blue_wool;r_440;-1
magenta_dye;r_440;-1
r_440;magenta_wool;1
blue_wool;r_441;-1
white_dye;r_441;-1
r_441;white_wool;1
blue_wool;r_442;-1
red_dye;r_442;-1
r_442;red_wool;1
brown_wool;r_443;-1
orange_dye;r_443;-1
r_443;orange_wool;1
brown_wool;r_444;-1
black_dye;r_444;-1
r_444;black_wool;1
brown_wool;r_445;-1
green_dye;r_445;-1
r_445;green_wool;1
brown_wool;r_446;-1
blue_dye;r_446;-1
r_446;blue_wool;1
brown_wool;r_447;-1
purple_dye;r_447;-1
r_447;purple_wool;1
brown_wool;r_448;-1
cyan_dye;r_448;-1
r_448;cyan_wool;1
brown_wool;r_449;-1
light_gray_dye;r_449;-1
r_449;silver_wool;1
brown_wool;r_450;-1
gray_dye;r_450;-1
r_450;gray_wool;1
brown_wool;r_451;-1
pink_dye;r_451;-1
r_451;pink_wool;1
brown_wool;r_452;-1
lime_dye;r_452;-1
r_452;lime_wool;1
brown_wool;r_453;-1
yellow_dye;r_453;-1
r_453;yellow_wool;1
brown_wool;r_454;-1
light_blue_dye;r_454;-1
r_454;light_blue_wool;1
brown_wool;r_455;-1
magenta_dye;r_455;-1
r_455;magenta_wool;1
brown_wool;r_456;-1
white_dye;r_456;-1
r_456;white_wool;1
brown_wool;r_457;-1
red_dye;r_457;-1
r_457;red_wool;1
green_wool;r_458;-1
orange_dye;r_458;-1
r_458;orange_wool;1
green_wool;r_459;-1
black_dye;r_459;-1
r_459;black_wool;1
green_wool;r_460;-1
brown_dye;r_460;-1
r_460;brown_wool;1
green_wool;r_461;-1
blue_dye;r_461;-1
r_461;blue_wool;1
green_wool;r_462;-1
purple_dye;r_462;-1
r_462;purple_wool;1
green_wool;r_463;-1
cyan_dye;r_463;-1
r_463;cyan_wool;1
green_wool;r_464;-1
light_gray_dye;r_464;-1
r_464;silver_wool;1
green_wool;r_465;-1
gray_dye;r_465;-1
r_465;gray_wool;1
green_wool;r_466;-1
pink_dye;r_466;-1
r_466;pink_wool;1
green_wool;r_467;-1
lime_dye;r_467;-1
r_467;lime_wool;1
green_wool;r_468;-1
yellow_dye;r_468;-1
r_468;yellow_wool;1
green_wool;r_469;-1
light_blue_dye;r_469;-1
r_469;light_blue_wool;1
green_wool;r_470;-1
magenta_dye;r_470;-1
r_470;magenta_wool;1
green_wool;r_471;-1
white_dye;r_471;-1
r_471;white_wool;1
green_wool;r_472;-1
red_dye;r_472;-1
r_472;red_wool;1
black_wool;r_473;-1
orange_dye;r_473;-1
r_473;orange_wool;1
black_wool;r_474;-1
green_dye;r_474;-1
r_474;green_wool;1
black_wool;r_475;-1
brown_dye;r_475;-1
r_475;brown_wool;1
black_wool;r_476;-1
blue_dye;r_476;-1
r_476;blue_wool;1
black_wool;r_477;-1
purple_dye;r_477;-1
r_477;purple_wool;1
black_wool;r_478;-1
cyan_dye;r_478;-1
r_478;cyan_wool;1
black_wool;r_479;-1
light_gray_dye;r_479;-1
r_479;silver_wool;1
black_wool;r_480;-1
gray_dye;r_480;-1
r_480;gray_wool;1
black_wool;r_481;-1
pink_dye;r_481;-1
r_481;pink_wool;1
black_wool;r_482;-1
lime_dye;r_482;-1
r_482;lime_wool;1
black_wool;r_483;-1
yellow_dye;r_483;-1
r_483;yellow_wool;1
black_wool;r_484;-1
light_blue_dye;r_484;-1
r_484;light_blue_wool;1
black_wool;r_485;-1
magenta_dye;r_485;-1
r_485;magenta_wool;1
black_wool;r_486;-1
white_dye;r_486;-1
r_486;white_wool;1
black_wool;r_487;-1
red_dye;r_487;-1
r_487;red_wool;1
orange_wool;r_488;-1
black_dye;r_488;-1
r_488;black_wool;1
orange_wool;r_489;-1
green_dye;r_489;-1
r_489;green_wool;1
orange_wool;r_490;-1
brown_dye;r_490;-1
r_490;brown_wool;1
orange_wool;r_491;-1
blue_dye;r_491;-1
r_491;blue_wool;1
orange_wool;r_492;-1
purple_dye;r_492;-1
r_492;purple_wool;1
orange_wool;r_493;-1
cyan_dye;r_493;-1
r_493;cyan_wool;1
orange_wool;r_494;-1
light_gray_dye;r_494;-1
r_494;silver_wool;1
orange_wool;r_495;-1
gray_dye;r_495;-1
r_495;gray_wool;1
orange_wool;r_496;-1
pink_dye;r_496;-1
r_496;pink_wool;1
orange_wool;r_497;-1
lime_dye;r_497;-1
r_497;lime_wool;1
orange_wool;r_498;-1
yellow_dye;r_498;-1
r_498;yellow_wool;1
orange_wool;r_499;-1
light_blue_dye;r_499;-1
r_499;light_blue_wool;1
orange_wool;r_500;-1
magenta_dye;r_500;-1
r_500;magenta_wool;1
orange_wool;r_501;-1
white_dye;r_501;-1
r_501;white_wool;1
orange_wool;r_502;-1
red_dye;r_502;-1
r_502;red_wool;1
orange_wool;r_503;-1
bleach;r_503;-1
r_503;white_wool;1
magenta_wool;r_504;-1
bleach;r_504;-1
r_504;white_wool;1
light_blue_wool;r_505;-1
bleach;r_505;-1
r_505;white_wool;1
yellow_wool;r_506;-1
bleach;r_506;-1
r_506;white_wool;1
lime_wool;r_507;-1
bleach;r_507;-1
r_507;white_wool;1
pink_wool;r_508;-1
bleach;r_508;-1
r_508;white_wool;1
gray_wool;r_509;-1
bleach;r_509;-1
r_509;white_wool;1
silver_wool;r_510;-1
bleach;r_510;-1
r_510;white_wool;1
cyan_wool;r_511;-1
bleach;r_511;-1
r_511;white_wool;1
purple_wool;r_512;-1
bleach;r_512;-1
r_512;white_wool;1
blue_wool;r_513;-1
bleach;r_513;-1
r_513;white_wool;1
brown_wool;r_514;-1
bleach;r_514;-1
r_514;white_wool;1
green_wool;r_515;-1
bleach;r_515;-1
r_515;white_wool;1
red_wool;r_516;-1
bleach;r_516;-1
r_516;white_wool;1
black_wool;r_517;-1
bleach;r_517;-1
r_517;white_wool;1
bamboo;r_518;-6
string;r_518;-1
r_518;scaffolding;6
pointed_dripstone;r_519;-4
r_519;dripstone_block;1
birch_log;r_520;-1
r_520;birch_planks;4
acacia_log;r_521;-1
r_521;acacia_planks;4
dark_oak_log;r_522;-1
r_522;dark_oak_planks;4
jungle_log;r_523;-1
r_523;jungle_planks;4
oak_log;r_524;-1
r_524;oak_planks;4
spruce_log;r_525;-1
r_525;spruce_planks;4
r_526;spruce_planks;4
r_527;acacia_planks;4
r_528;birch_planks;4
r_529;dark_oak_planks;4
r_530;jungle_planks;4
r_531;oak_planks;4
oak_wood;r_532;-1
r_532;oak_planks;4
acacia_wood;r_533;-1
r_533;acacia_planks;4
birch_wood;r_534;-1
r_534;birch_planks;4
dark_oak_wood;r_535;-1
r_535;dark_oak_planks;4
jungle_wood;r_536;-1
r_536;jungle_planks;4
spruce_wood;r_537;-1
r_537;spruce_planks;4
r_538;acacia_planks;4
r_539;birch_planks;4
r_540;dark_oak_planks;4
r_541;jungle_planks;4
r_542;oak_planks;4
r_543;spruce_planks;4
crimson_stem;r_544;-1
r_544;crimson_planks;4
warped_stem;r_545;-1
r_545;warped_planks;4
r_546;warped_planks;4
r_547;crimson_planks;4
warped_hyphae;r_548;-1
r_548;warped_planks;4
crimson_hyphae;r_549;-1
r_549;crimson_planks;4
r_550;crimson_planks;4
r_551;warped_planks;4
packed_ice;r_552;-9
r_552;blue_ice;1
cobbled_deepslate;r_553;-4
r_553;polished_deepslate;4
cobbled_deepslate_slab;r_554;-2
r_554;chiseled_deepslate;1
cobblestone;r_555;-2
quartz;r_555;-2
r_555;diorite;2
diorite;r_556;-4
r_556;polished_diorite;4
deepslate_bricks;r_557;-4
r_557;deepslate_tiles;4
polished_deepslate;r_558;-4
r_558;deepslate_bricks;4
copper_ingot;r_559;-9
r_559;copper_block;1
copper_block;r_560;-4
r_560;cut_copper;4
exposed_copper;r_561;-4
r_561;exposed_cut_copper;4
weathered_copper;r_562;-4
r_562;weathered_cut_copper;4
oxidized_copper;r_563;-4
r_563;oxidized_cut_copper;4
copper_block;r_564;-1
honeycomb;r_564;-1
r_564;waxed_copper;1
exposed_copper;r_565;-1
honeycomb;r_565;-1
r_565;waxed_exposed_copper;1
weathered_copper;r_566;-1
honeycomb;r_566;-1
r_566;waxed_weathered_copper;1
oxidized_copper;r_567;-1
honeycomb;r_567;-1
r_567;waxed_oxidized_copper;1
cut_copper;r_568;-1
honeycomb;r_568;-1
r_568;waxed_cut_copper;1
exposed_cut_copper;r_569;-1
honeycomb;r_569;-1
r_569;waxed_exposed_cut_copper;1
weathered_cut_copper;r_570;-1
honeycomb;r_570;-1
r_570;waxed_weathered_cut_copper;1
oxidized_cut_copper;r_571;-1
honeycomb;r_571;-1
r_571;waxed_oxidized_cut_copper;1
waxed_copper;r_572;-4
r_572;waxed_cut_copper;4
waxed_exposed_copper;r_573;-4
r_573;waxed_exposed_cut_copper;4
waxed_weathered_copper;r_574;-4
r_574;waxed_weathered_cut_copper;4
waxed_oxidized_copper;r_575;-4
r_575;waxed_oxidized_cut_copper;4
raw_gold;r_576;-9
r_576;raw_gold_block;1
raw_iron;r_577;-9
r_577;raw_iron_block;1
diamond;r_578;-9
r_578;diamond_block;1
cobblestone;r_579;-1
vine;r_579;-1
r_579;mossy_cobblestone;1
cobblestone;r_580;-1
moss_block;r_580;-1
r_580;mossy_cobblestone;1
glass;r_581;-3
aluminumoxide;r_581;-3
borontrioxide;r_581;-3
r_581;hard_glass_pane;3
white_stained_glass;r_582;-3
aluminumoxide;r_582;-3
borontrioxide;r_582;-3
r_582;hard_white_stained_glass;3
orange_stained_glass;r_583;-3
aluminumoxide;r_583;-3
borontrioxide;r_583;-3
r_583;hard_orange_stained_glass;3
magenta_stained_glass;r_584;-3
aluminumoxide;r_584;-3
borontrioxide;r_584;-3
r_584;hard_magenta_stained_glass;3
light_blue_stained_glass;r_585;-3
aluminumoxide;r_585;-3
borontrioxide;r_585;-3
r_585;hard_light_blue_stained_glass;3
yellow_stained_glass;r_586;-3
aluminumoxide;r_586;-3
borontrioxide;r_586;-3
r_586;hard_yellow_stained_glass;3
lime_stained_glass;r_587;-3
aluminumoxide;r_587;-3
borontrioxide;r_587;-3
r_587;hard_lime_stained_glass;3
pink_stained_glass;r_588;-3
aluminumoxide;r_588;-3
borontrioxide;r_588;-3
r_588;hard_pink_stained_glass;3
gray_stained_glass;r_589;-3
aluminumoxide;r_589;-3
borontrioxide;r_589;-3
r_589;hard_gray_stained_glass;3
silver_stained_glass;r_590;-3
aluminumoxide;r_590;-3
borontrioxide;r_590;-3
r_590;hard_silver_stained_glass;3
cyan_stained_glass;r_591;-3
aluminumoxide;r_591;-3
borontrioxide;r_591;-3
r_591;hard_cyan_stained_glass;3
purple_stained_glass;r_592;-3
aluminumoxide;r_592;-3
borontrioxide;r_592;-3
r_592;hard_purple_stained_glass;3
blue_stained_glass;r_593;-3
aluminumoxide;r_593;-3
borontrioxide;r_593;-3
r_593;hard_blue_stained_glass;3
brown_stained_glass;r_594;-3
aluminumoxide;r_594;-3
borontrioxide;r_594;-3
r_594;hard_brown_stained_glass;3
green_stained_glass;r_595;-3
aluminumoxide;r_595;-3
borontrioxide;r_595;-3
r_595;hard_green_stained_glass;3
red_stained_glass;r_596;-3
aluminumoxide;r_596;-3
borontrioxide;r_596;-3
r_596;hard_red_stained_glass;3
black_stained_glass;r_597;-3
aluminumoxide;r_597;-3
borontrioxide;r_597;-3
r_597;hard_black_stained_glass;3
raw_copper;r_598;-9
r_598;raw_copper_block;1
cobblestone;r_599;-6
r_599;cobblestone_wall;6
mossy_cobblestone;r_600;-6
r_600;mossy_cobblestone_wall;6
stonebrick;r_601;-6
r_601;stone_brick_wall;6
mossy_stone_bricks;r_602;-6
r_602;mossy_stone_brick_wall;6
andesite;r_603;-6
r_603;andesite_wall;6
diorite;r_604;-6
r_604;diorite_wall;6
granite;r_605;-6
r_605;granite_wall;6
sandstone;r_606;-6
r_606;sandstone_wall;6
red_sandstone;r_607;-6
r_607;red_sandstone_wall;6
brick_block;r_608;-6
r_608;brick_wall;6
prismarine;r_609;-6
r_609;prismarine_wall;6
nether_bricks;r_610;-6
r_610;nether_brick_wall;6
red_nether_brick;r_611;-6
r_611;red_nether_brick_wall;6
end_stone_bricks;r_612;-6
r_612;end_brick_wall;6
blackstone;r_613;-6
r_613;blackstone_wall;6
polished_blackstone;r_614;-6
r_614;polished_blackstone_wall;6
polished_blackstone_bricks;r_615;-6
r_615;polished_blackstone_brick_wall;6
cobbled_deepslate;r_616;-6
r_616;cobbled_deepslate_wall;6
polished_deepslate;r_617;-6
r_617;polished_deepslate_wall;6
deepslate_bricks;r_618;-6
r_618;deepslate_brick_wall;6
deepslate_tiles;r_619;-6
r_619;deepslate_tile_wall;6
chest;r_620;-1
tripwire_hook;r_620;-1
r_620;trapped_chest;1
stick;r_621;-8
leather;r_621;-1
r_621;frame;1
frame;r_622;-1
glow_ink_sac;r_622;-1
r_622;glow_frame;1
oak_planks;r_623;-3
white_wool;r_623;-3
r_623;white_bed;1
oak_planks;r_624;-3
orange_wool;r_624;-3
r_624;orange_bed;1
oak_planks;r_625;-3
magenta_wool;r_625;-3
r_625;magenta_bed;1
oak_planks;r_626;-3
light_blue_wool;r_626;-3
r_626;light_blue_bed;1
oak_planks;r_627;-3
yellow_wool;r_627;-3
r_627;yellow_bed;1
oak_planks;r_628;-3
lime_wool;r_628;-3
r_628;lime_bed;1
oak_planks;r_629;-3
pink_wool;r_629;-3
r_629;pink_bed;1
oak_planks;r_630;-3
gray_wool;r_630;-3
r_630;gray_bed;1
oak_planks;r_631;-3
silver_wool;r_631;-3
r_631;light_gray_bed;1
oak_planks;r_632;-3
cyan_wool;r_632;-3
r_632;cyan_bed;1
oak_planks;r_633;-3
purple_wool;r_633;-3
r_633;purple_bed;1
oak_planks;r_634;-3
blue_wool;r_634;-3
r_634;blue_bed;1
oak_planks;r_635;-3
brown_wool;r_635;-3
r_635;brown_bed;1
oak_planks;r_636;-3
green_wool;r_636;-3
r_636;green_bed;1
oak_planks;r_637;-3
red_wool;r_637;-3
r_637;red_bed;1
oak_planks;r_638;-3
black_wool;r_638;-3
r_638;black_bed;1
spruce_planks;r_639;-3
white_wool;r_639;-3
r_639;white_bed;1
spruce_planks;r_640;-3
orange_wool;r_640;-3
r_640;orange_bed;1
spruce_planks;r_641;-3
magenta_wool;r_641;-3
r_641;magenta_bed;1
spruce_planks;r_642;-3
light_blue_wool;r_642;-3
r_642;light_blue_bed;1
spruce_planks;r_643;-3
yellow_wool;r_643;-3
r_643;yellow_bed;1
spruce_planks;r_644;-3
lime_wool;r_644;-3
r_644;lime_bed;1
spruce_planks;r_645;-3
pink_wool;r_645;-3
r_645;pink_bed;1
spruce_planks;r_646;-3
gray_wool;r_646;-3
r_646;gray_bed;1
spruce_planks;r_647;-3
silver_wool;r_647;-3
r_647;light_gray_bed;1
spruce_planks;r_648;-3
cyan_wool;r_648;-3
r_648;cyan_bed;1
spruce_planks;r_649;-3
purple_wool;r_649;-3
r_649;purple_bed;1
spruce_planks;r_650;-3
blue_wool;r_650;-3
r_650;blue_bed;1
spruce_planks;r_651;-3
brown_wool;r_651;-3
r_651;brown_bed;1
spruce_planks;r_652;-3
green_wool;r_652;-3
r_652;green_bed;1
spruce_planks;r_653;-3
red_wool;r_653;-3
r_653;red_bed;1
spruce_planks;r_654;-3
black_wool;r_654;-3
r_654;black_bed;1
birch_planks;r_655;-3
white_wool;r_655;-3
r_655;white_bed;1
birch_planks;r_656;-3
orange_wool;r_656;-3
r_656;orange_bed;1
birch_planks;r_657;-3
magenta_wool;r_657;-3
r_657;magenta_bed;1
birch_planks;r_658;-3
light_blue_wool;r_658;-3
r_658;light_blue_bed;1
birch_planks;r_659;-3
yellow_wool;r_659;-3
r_659;yellow_bed;1
birch_planks;r_660;-3
lime_wool;r_660;-3
r_660;lime_bed;1
birch_planks;r_661;-3
pink_wool;r_661;-3
r_661;pink_bed;1
birch_planks;r_662;-3
gray_wool;r_662;-3
r_662;gray_bed;1
birch_planks;r_663;-3
silver_wool;r_663;-3
r_663;light_gray_bed;1
birch_planks;r_664;-3
cyan_wool;r_664;-3
r_664;cyan_bed;1
birch_planks;r_665;-3
purple_wool;r_665;-3
r_665;purple_bed;1
birch_planks;r_666;-3
blue_wool;r_666;-3
r_666;blue_bed;1
birch_planks;r_667;-3
brown_wool;r_667;-3
r_667;brown_bed;1
birch_planks;r_668;-3
green_wool;r_668;-3
r_668;green_bed;1
birch_planks;r_669;-3
red_wool;r_669;-3
r_669;red_bed;1
birch_planks;r_670;-3
black_wool;r_670;-3
r_670;black_bed;1
jungle_planks;r_671;-3
white_wool;r_671;-3
r_671;white_bed;1
jungle_planks;r_672;-3
orange_wool;r_672;-3
r_672;orange_bed;1
jungle_planks;r_673;-3
magenta_wool;r_673;-3
r_673;magenta_bed;1
jungle_planks;r_674;-3
light_blue_wool;r_674;-3
r_674;light_blue_bed;1
jungle_planks;r_675;-3
yellow_wool;r_675;-3
r_675;yellow_bed;1
jungle_planks;r_676;-3
lime_wool;r_676;-3
r_676;lime_bed;1
jungle_planks;r_677;-3
pink_wool;r_677;-3
r_677;pink_bed;1
jungle_planks;r_678;-3
gray_wool;r_678;-3
r_678;gray_bed;1
jungle_planks;r_679;-3
silver_wool;r_679;-3
r_679;light_gray_bed;1
jungle_planks;r_680;-3
cyan_wool;r_680;-3
r_680;cyan_bed;1
jungle_planks;r_681;-3
purple_wool;r_681;-3
r_681;purple_bed;1
jungle_planks;r_682;-3
blue_wool;r_682;-3
r_682;blue_bed;1
jungle_planks;r_683;-3
brown_wool;r_683;-3
r_683;brown_bed;1
jungle_planks;r_684;-3
green_wool;r_684;-3
r_684;green_bed;1
jungle_planks;r_685;-3
red_wool;r_685;-3
r_685;red_bed;1
jungle_planks;r_686;-3
black_wool;r_686;-3
r_686;black_bed;1
acacia_planks;r_687;-3
white_wool;r_687;-3
r_687;white_bed;1
acacia_planks;r_688;-3
orange_wool;r_688;-3
r_688;orange_bed;1
acacia_planks;r_689;-3
magenta_wool;r_689;-3
r_689;magenta_bed;1
acacia_planks;r_690;-3
light_blue_wool;r_690;-3
r_690;light_blue_bed;1
acacia_planks;r_691;-3
yellow_wool;r_691;-3
r_691;yellow_bed;1
acacia_planks;r_692;-3
lime_wool;r_692;-3
r_692;lime_bed;1
acacia_planks;r_693;-3
pink_wool;r_693;-3
r_693;pink_bed;1
acacia_planks;r_694;-3
gray_wool;r_694;-3
r_694;gray_bed;1
acacia_planks;r_695;-3
silver_wool;r_695;-3
r_695;light_gray_bed;1
acacia_planks;r_696;-3
cyan_wool;r_696;-3
r_696;cyan_bed;1
acacia_planks;r_697;-3
purple_wool;r_697;-3
r_697;purple_bed;1
acacia_planks;r_698;-3
blue_wool;r_698;-3
r_698;blue_bed;1
acacia_planks;r_699;-3
brown_wool;r_699;-3
r_699;brown_bed;1
acacia_planks;r_700;-3
green_wool;r_700;-3
r_700;green_bed;1
acacia_planks;r_701;-3
red_wool;r_701;-3
r_701;red_bed;1
acacia_planks;r_702;-3
black_wool;r_702;-3
r_702;black_bed;1
dark_oak_planks;r_703;-3
white_wool;r_703;-3
r_703;white_bed;1
dark_oak_planks;r_704;-3
orange_wool;r_704;-3
r_704;orange_bed;1
dark_oak_planks;r_705;-3
magenta_wool;r_705;-3
r_705;magenta_bed;1
dark_oak_planks;r_706;-3
light_blue_wool;r_706;-3
r_706;light_blue_bed;1
dark_oak_planks;r_707;-3
yellow_wool;r_707;-3
r_707;yellow_bed;1
dark_oak_planks;r_708;-3
lime_wool;r_708;-3
r_708;lime_bed;1
dark_oak_planks;r_709;-3
pink_wool;r_709;-3
r_709;pink_bed;1
dark_oak_planks;r_710;-3
gray_wool;r_710;-3
r_710;gray_bed;1
dark_oak_planks;r_711;-3
silver_wool;r_711;-3
r_711;light_gray_bed;1
dark_oak_planks;r_712;-3
cyan_wool;r_712;-3
r_712;cyan_bed;1
dark_oak_planks;r_713;-3
purple_wool;r_713;-3
r_713;purple_bed;1
dark_oak_planks;r_714;-3
blue_wool;r_714;-3
r_714;blue_bed;1
dark_oak_planks;r_715;-3
brown_wool;r_715;-3
r_715;brown_bed;1
dark_oak_planks;r_716;-3
green_wool;r_716;-3
r_716;green_bed;1
dark_oak_planks;r_717;-3
red_wool;r_717;-3
r_717;red_bed;1
dark_oak_planks;r_718;-3
black_wool;r_718;-3
r_718;black_bed;1
white_wool;r_719;-3
crimson_planks;r_719;-3
r_719;white_bed;1
orange_wool;r_720;-3
crimson_planks;r_720;-3
r_720;orange_bed;1
magenta_wool;r_721;-3
crimson_planks;r_721;-3
r_721;magenta_bed;1
light_blue_wool;r_722;-3
crimson_planks;r_722;-3
r_722;light_blue_bed;1
yellow_wool;r_723;-3
crimson_planks;r_723;-3
r_723;yellow_bed;1
lime_wool;r_724;-3
crimson_planks;r_724;-3
r_724;lime_bed;1
pink_wool;r_725;-3
crimson_planks;r_725;-3
r_725;pink_bed;1
gray_wool;r_726;-3
crimson_planks;r_726;-3
r_726;gray_bed;1
silver_wool;r_727;-3
crimson_planks;r_727;-3
r_727;light_gray_bed;1
cyan_wool;r_728;-3
crimson_planks;r_728;-3
r_728;cyan_bed;1
purple_wool;r_729;-3
crimson_planks;r_729;-3
r_729;purple_bed;1
blue_wool;r_730;-3
crimson_planks;r_730;-3
r_730;blue_bed;1
brown_wool;r_731;-3
crimson_planks;r_731;-3
r_731;brown_bed;1
green_wool;r_732;-3
crimson_planks;r_732;-3
r_732;green_bed;1
red_wool;r_733;-3
crimson_planks;r_733;-3
r_733;red_bed;1
black_wool;r_734;-3
crimson_planks;r_734;-3
r_734;black_bed;1
white_wool;r_735;-3
warped_planks;r_735;-3
r_735;white_bed;1
orange_wool;r_736;-3
warped_planks;r_736;-3
r_736;orange_bed;1
magenta_wool;r_737;-3
warped_planks;r_737;-3
r_737;magenta_bed;1
light_blue_wool;r_738;-3
warped_planks;r_738;-3
r_738;light_blue_bed;1
yellow_wool;r_739;-3
warped_planks;r_739;-3
r_739;yellow_bed;1
lime_wool;r_740;-3
warped_planks;r_740;-3
r_740;lime_bed;1
pink_wool;r_741;-3
warped_planks;r_741;-3
r_741;pink_bed;1
gray_wool;r_742;-3
warped_planks;r_742;-3
r_742;gray_bed;1
silver_wool;r_743;-3
warped_planks;r_743;-3
r_743;light_gray_bed;1
cyan_wool;r_744;-3
warped_planks;r_744;-3
r_744;cyan_bed;1
purple_wool;r_745;-3
warped_planks;r_745;-3
r_745;purple_bed;1
blue_wool;r_746;-3
warped_planks;r_746;-3
r_746;blue_bed;1
brown_wool;r_747;-3
warped_planks;r_747;-3
r_747;brown_bed;1
green_wool;r_748;-3
warped_planks;r_748;-3
r_748;green_bed;1
red_wool;r_749;-3
warped_planks;r_749;-3
r_749;red_bed;1
black_wool;r_750;-3
warped_planks;r_750;-3
r_750;black_bed;1
orange_bed;r_751;-1
bleach;r_751;-1
r_751;white_bed;1
magenta_bed;r_752;-1
bleach;r_752;-1
r_752;white_bed;1
light_blue_bed;r_753;-1
bleach;r_753;-1
r_753;white_bed;1
yellow_bed;r_754;-1
bleach;r_754;-1
r_754;white_bed;1
lime_bed;r_755;-1
bleach;r_755;-1
r_755;white_bed;1
pink_bed;r_756;-1
bleach;r_756;-1
r_756;white_bed;1
gray_bed;r_757;-1
bleach;r_757;-1
r_757;white_bed;1
light_gray_bed;r_758;-1
bleach;r_758;-1
r_758;white_bed;1
cyan_bed;r_759;-1
bleach;r_759;-1
r_759;white_bed;1
purple_bed;r_760;-1
bleach;r_760;-1
r_760;white_bed;1
blue_bed;r_761;-1
bleach;r_761;-1
r_761;white_bed;1
brown_bed;r_762;-1
bleach;r_762;-1
r_762;white_bed;1
green_bed;r_763;-1
bleach;r_763;-1
r_763;white_bed;1
red_bed;r_764;-1
bleach;r_764;-1
r_764;white_bed;1
black_bed;r_765;-1
bleach;r_765;-1
r_765;white_bed;1
bone_meal;r_766;-1
orange_bed;r_766;-1
r_766;white_bed;1
bone_meal;r_767;-1
magenta_bed;r_767;-1
r_767;white_bed;1
bone_meal;r_768;-1
light_blue_bed;r_768;-1
r_768;white_bed;1
bone_meal;r_769;-1
yellow_bed;r_769;-1
r_769;white_bed;1
bone_meal;r_770;-1
lime_bed;r_770;-1
r_770;white_bed;1
bone_meal;r_771;-1
pink_bed;r_771;-1
r_771;white_bed;1
bone_meal;r_772;-1
gray_bed;r_772;-1
r_772;white_bed;1
bone_meal;r_773;-1
light_gray_bed;r_773;-1
r_773;white_bed;1
bone_meal;r_774;-1
cyan_bed;r_774;-1
r_774;white_bed;1
bone_meal;r_775;-1
purple_bed;r_775;-1
r_775;white_bed;1
bone_meal;r_776;-1
blue_bed;r_776;-1
r_776;white_bed;1
bone_meal;r_777;-1
brown_bed;r_777;-1
r_777;white_bed;1
bone_meal;r_778;-1
green_bed;r_778;-1
r_778;white_bed;1
